Brand,Name,Location,Rating,Number of Ratings,Price
Moët & Chandon,"Moët & Chandon
Nectar Impérial (Demi-Sec) Rosé Champagne N.V.","Champagne, France",4.3,2107 ratings,59.99
Louis Roederer,"Louis Roederer
Rosé Brut Champagne (Vintage) 2014","Champagne, France",4.3,1739 ratings,89.99
Veuve Clicquot,"Veuve Clicquot
Vintage Brut Champagne 2004","Champagne, France",4.3,1688 ratings,169.99
Henriot,"Henriot
Millésimé Brut Champagne 2008","Champagne, France",4.3,1658 ratings,94.99
Moët & Chandon,"Moët & Chandon
Grand Vintage Brut Champagne 2013","Champagne, France",4.3,753 ratings,79.95
Caposaldo,"Caposaldo
Moscato N.V.","Provincia di Pavia, Italy",4.3,750 ratings,13.86
Veuve Clicquot,"Veuve Clicquot
Rich Rosé Champagne N.V.","Champagne, France",4.3,521 ratings,78.99
Beau Joie,"Beau Joie
Brut Rosé Champagne (Special Cuvée) N.V.","Champagne, France",4.3,373 ratings,64.95
Bartenura,"Bartenura
Moscato d'Asti 2021","Moscato d'Asti, Italy",4.3,372 ratings,14.95
Egly-Ouriet,"Egly-Ouriet
Brut Champagne Grand Cru 'Ambonnay' N.V.","Champagne Grand Cru 'Ambonnay', France",4.3,347 ratings,135
Nicolas Feuillatte,"Nicolas Feuillatte
Palmes d'Or Brut Champagne 2008","Champagne, France",4.3,298 ratings,192.99
Marc Hébrart,"Marc Hébrart
Spécial Club Brut Champagne Premier Cru 2017","Champagne Premier Cru, France",4.3,213 ratings,109
Avinyó,"Avinyó
Petillant Blanc (Vi d'Agulla) 2021","Catalunya, Spain",4.3,205 ratings,22.99
Nicolas Feuillatte,"Nicolas Feuillatte
Palmes d'Or Cuvée Brut Rosé Champagne 2006","Champagne, France",4.3,160 ratings,269.99
Pol Roger,"Pol Roger
Blanc de Blancs Champagne 2015","Champagne, France",4.3,159 ratings,149.99
Sea Smoke,"Sea Smoke
Sea Spray Blanc de Noirs 2015","Sta. Rita Hills, United States",4.3,101 ratings,149.99
Gosset,"Gosset
Brut Grand Millésimé Champagne 2015","Champagne, France",4.3,89 ratings,94.94
Frank Family,"Frank Family
Blanc de Blancs 2015","Los Carneros, United States",4.3,65 ratings,55
Schramsberg,"Schramsberg
Brut Rosé 2019","North Coast, United States",4.3,40 ratings,44.95
Deutz,"Deutz
Rosé Brut Champagne 2015","Champagne, France",4.3,32 ratings,74.94
Ultramarine,"Ultramarine
Blanc de Blancs 2015","Sonoma Coast, United States",4.3,27 ratings,299.99
Perrier-Jouët,"Perrier-Jouët
Grand Brut Champagne N.V.","Champagne, France",4.2,41701 ratings,74.98
Pol Roger,"Pol Roger
Réserve Brut Champagne N.V.","Champagne, France",4.2,35976 ratings,64.99
Billecart-Salmon,"Billecart-Salmon
Brut Réserve Champagne N.V.","Champagne, France",4.2,28856 ratings,62.99
Charles Heidsieck,"Charles Heidsieck
Brut Réserve N.V.","Champagne, France",4.2,24271 ratings,63.99
Moët & Chandon,"Moët & Chandon
Nectar Impérial (Demi-Sec) Champagne N.V.","Champagne, France",4.2,18484 ratings,62.99
Moët & Chandon,"Moët & Chandon
Ice Impérial (Demi-Sec) Champagne N.V.","Champagne, France",4.2,16648 ratings,64.99
Taittinger,"Taittinger
Brut La Francaise Champagne N.V.","Champagne, France",4.2,12724 ratings,49.99
Louis Roederer,"Louis Roederer
Collection 242 Champagne N.V.","Champagne, France",4.2,7039 ratings,54.99
Taittinger,"Taittinger
Prélude Grands Crus Brut Champagne N.V.","Champagne, France",4.2,6701 ratings,88.99
Larmandier-Bernier,"Larmandier-Bernier
Longitude Blanc de Blancs Champagne Premier Cru N.V.","Champagne Premier Cru, France",4.2,6393 ratings,82.95
Mondoro,"Mondoro
Asti N.V.","Asti, Italy",4.2,5267 ratings,19.99
Agrapart & Fils,"Agrapart & Fils
Terroirs Blanc de Blancs Extra Brut Champagne Grand Cru 'Avize' N.V.","Champagne Grand Cru 'Avize', France",4.2,5061 ratings,82.99
Stella Rosa,"Stella Rosa
Stella Peach N.V.","Piemonte, Italy",4.2,3048 ratings,11.99
Perrier-Jouët,"Perrier-Jouët
Blanc de Blancs Brut Champagne N.V.","Champagne, France",4.2,2970 ratings,94.99
Lanson,"Lanson
Extra Age Brut Champagne N.V.","Champagne, France",4.2,2615 ratings,99.99
Charles Heidsieck,"Charles Heidsieck
Blanc de Blancs N.V.","Champagne, France",4.2,2260 ratings,99.95
Taittinger,"Taittinger
Les Folies de la Marquetterie Champagne N.V.","Champagne, France",4.2,2054 ratings,119.99
Besserat de Bellefon,"Besserat de Bellefon
Bleu Brut Champagne N.V.","Champagne, France",4.2,1907 ratings,57.99
Larmandier-Bernier,"Larmandier-Bernier
Rosé de Saignée Champagne Premier Cru N.V.","Champagne Premier Cru, France",4.2,1873 ratings,118.95
Louis Roederer,"Louis Roederer
Collection 243 Champagne N.V.","Champagne, France",4.2,1592 ratings,74.99
Louis Roederer,"Louis Roederer
Brut Nature Champagne (Philippe Starck) 2012","Champagne, France",4.2,1561 ratings,119.99
Candoni,"Candoni
Moscato N.V.","Provincia di Pavia, Italy",4.2,1520 ratings,14.99
Cipriani,"Cipriani
Bellini Cipriani N.V.","Vino d'Italia, Italy",4.2,1484 ratings,23.99
Bartenura,"Bartenura
Moscato d'Asti 2020","Moscato d'Asti, Italy",4.2,1307 ratings,12.99
Mama,"Mama
Moscato + Mango N.V.","Monferrato, Italy",4.2,1062 ratings,11.99
Georges Laval,"Georges Laval
Garennes Extra Brut Champagne N.V.","Champagne, France",4.2,831 ratings,99.99
Moët & Chandon,"Moët & Chandon
Ice Impérial (Demi-Sec) Rosé Champagne N.V.","Champagne, France",4.2,824 ratings,69.99
Vietti,"Vietti
Moscato d'Asti 2021","Moscato d'Asti, Italy",4.2,687 ratings,14.71
Louis Roederer,"Louis Roederer
Blanc de Blancs Brut Champagne (Vintage) 2014","Champagne, France",4.2,619 ratings,104.99
Buena Vista,"Buena Vista
La Victoire Brut Champagne N.V.","Champagne, France",4.2,541 ratings,75
Jacquart,"Jacquart
Blanc de Blancs Champagne 2013","Champagne, France",4.2,483 ratings,59.99
Roederer Estate,"Roederer Estate
L'Ermitage Brut 2013","Anderson Valley, United States",4.2,413 ratings,54.99
Lanson,"Lanson
Extra Age Brut Blanc de Blancs Champagne N.V.","Champagne, France",4.2,410 ratings,119.99
Hubert Meyer,"Hubert Meyer
Crémant d'Alsace Brut Rosé N.V.","Crémant d'Alsace, France",4.2,355 ratings,22.99
Caposaldo,"Caposaldo
Peach Moscato N.V.","Lombardia, Italy",4.2,338 ratings,14.99
Schramsberg,"Schramsberg
Blanc de Noirs Brut 2015","North Coast, United States",4.2,336 ratings,49
Pol Roger,"Pol Roger
Rosé Brut Champagne 2015","Champagne, France",4.2,314 ratings,129.99
Della Vite,"Della Vite
Valdobbiadene Prosecco Superiore N.V.","Conegliano-Valdobbiadene Prosecco Superiore, Italy",4.2,284 ratings,29.91
Schramsberg,"Schramsberg
Blanc de Noirs Brut 2017","North Coast, United States",4.2,283 ratings,34.94
De Sousa,"De Sousa
Cuvée des Caudalies Brut Rosé Champagne Grand Cru 'Avize' N.V.","Champagne Grand Cru 'Avize', France",4.2,283 ratings,134.94
Mama,"Mama
Moscato + Peach N.V.","Piemonte, Italy",4.2,240 ratings,11.99
Schramsberg,"Schramsberg
Brut Rosé 2018","North Coast, United States",4.2,230 ratings,56.99
Stella Rosa,"Stella Rosa
Imperiale Moscato N.V.","Piemonte, Italy",4.2,212 ratings,14.99
Schramsberg,"Schramsberg
Blanc de Blancs Brut 2019","North Coast, United States",4.2,200 ratings,39.99
Pine Ridge,"Pine Ridge
Sparkling Chenin Blanc - Viognier N.V.","California, United States",4.2,173 ratings,16.95
Moët & Chandon,"Moët & Chandon
Grand Vintage Rosé Brut Champagne 2013","Champagne, France",4.2,156 ratings,94.95
Roederer Estate,"Roederer Estate
L'Ermitage Brut 2015","Anderson Valley, United States",4.2,130 ratings,69.99
Palmer & Co.,"Palmer & Co.
Grands Terroirs Champagne 2015","Champagne, France",4.2,97 ratings,144
Stéphane Coquillette,"Stéphane Coquillette
Inflorescence Champagne N.V.","Champagne Grand Cru 'Chouilly', France",4.2,78 ratings,49.99
Marenco,"Marenco
Pineto Brachetto d'Acqui 2020","Brachetto d'Acqui, Italy",4.2,66 ratings,27.99
Pierre Morlet,"Pierre Morlet
Grande Réserve Rosé Brut Champagne Premier Cru N.V.","Champagne Premier Cru, France",4.2,62 ratings,69.99
Llopart,"Llopart
Corpinnat Leopardi Brut Nature 2013","Catalunya, Spain",4.2,59 ratings,37.99
Moët & Chandon,"Moët & Chandon
Grand Vintage Brut Champagne 2015","Champagne, France",4.2,45 ratings,69.99
Pio Cesare,"Pio Cesare
Moscato d'Asti 2020","Moscato d'Asti, Italy",4.2,44 ratings,21.99
Cazals,"Cazals
La Chapelle du Clos Blanc de Blancs Brut Champagne Grand Cru 2016","Champagne Grand Cru, France",4.2,28 ratings,124.95
Aubry,"Aubry
Ivoire & Ébène Brut Champagne 1er Cru 2014","Champagne, France",4.2,27 ratings,56.99
Moët & Chandon,"Moët & Chandon
Impérial Brut Champagne N.V.","Champagne, France",4.1,115295 ratings,49.99
Laurent-Perrier,"Laurent-Perrier
La Cuvée Brut Champagne N.V.","Champagne, France",4.1,45525 ratings,60
Moët & Chandon,"Moët & Chandon
Impérial Rosé Brut Champagne N.V.","Champagne, France",4.1,29769 ratings,69.99
Deutz,"Deutz
Classic Brut Champagne N.V.","Champagne, France",4.1,28221 ratings,54.99
Ca' del Bosco,"Ca' del Bosco
Franciacorta Cuvée Prestige N.V.","Franciacorta, Italy",4.1,25119 ratings,43.99
Gosset,"Gosset
Grande Réserve Brut Champagne N.V.","Champagne, France",4.1,12583 ratings,53.95
Champagne Barons de Rothschild,"Champagne Barons de Rothschild
Brut Champagne N.V.","Champagne, France",4.1,9968 ratings,53.99
Taittinger,"Taittinger
Prestige Rosé Brut Champagne N.V.","Champagne, France",4.1,8632 ratings,64.94
Deutz,"Deutz
Rosé Brut Champagne","Champagne, France",4.1,7997 ratings,63.99
Pierre Gimonnet & Fils,"Pierre Gimonnet & Fils
Blanc de Blancs Cuvée Cuis Brut Champagne 1er Cru N.V.","Champagne Premier Cru, France",4.1,7113 ratings,59.95
Cupcake,"Cupcake
Moscato d'Asti N.V.","Moscato d'Asti, Italy",4.1,6340 ratings,14.99
Henriot,"Henriot
Blanc de Blancs Champagne N.V.","Champagne, France",4.1,5141 ratings,62.99
Ruggeri,"Ruggeri
Giustino B. Valdobbiadene Prosecco Superiore","Conegliano-Valdobbiadene Prosecco Superiore, Italy",4.1,4953 ratings,37.99
Gosset,"Gosset
Brut Grand Rosé Champagne N.V.","Champagne, France",4.1,4293 ratings,74.94
Delamotte,"Delamotte
Blanc de Blancs Brut Champagne Grand Cru 'Le Mesnil-sur-Oger' N.V.","Champagne Grand Cru 'Le Mesnil-sur-Oger', France",4.1,4154 ratings,74.99
Lucien Albrecht,"Lucien Albrecht
Cremant d'Alsace Brut Rosé N.V.","Crémant d'Alsace, France",4.1,4022 ratings,21.99
Vve Fourny & Fils,"Vve Fourny & Fils
Grande Réserve Vertus Brut Champagne Premier Cru N.V.","Champagne Premier Cru, France",4.1,3544 ratings,43.99
Nicolas Maillart,"Nicolas Maillart
Platine Brut Champagne Premier Cru N.V.","Champagne Premier Cru, France",4.1,3285 ratings,61.99
Allimant-Laugner,"Allimant-Laugner
Crémant d'Alsace Rosé N.V.","Crémant d'Alsace, France",4.1,3105 ratings,28.99
Paul Bara,"Paul Bara
Grand Rosé Brut Champagne Grand Cru 'Bouzy' N.V.","Champagne Grand Cru 'Bouzy', France",4.1,2528 ratings,67.95
Lolea,"Lolea
No. 1 Red Sangria Frizzante N.V.","Aragón, Spain",4.1,2132 ratings,18.99
Geoffroy,"Geoffroy
Rosé de Saignée Brut Champagne Premier Cru N.V.","Champagne Premier Cru, France",4.1,1938 ratings,79.97
Gemma di Luna,"Gemma di Luna
Moscato N.V.","Piemonte, Italy",4.1,1883 ratings,18.49
JCB (Jean-Charles Boisset),"JCB (Jean-Charles Boisset)
JCB No. 69 Rosé Burgundy N.V.","Crémant de Bourgogne, France",4.1,1840 ratings,30
Philipponnat,"Philipponnat
Royale Réservé Rosé Brut Champagne N.V.","Champagne, France",4.1,1614 ratings,79.95
Stella Rosa,"Stella Rosa
Stella Berry N.V.","Piemonte, Italy",4.1,1377 ratings,12.79
Laurent-Perrier,"Laurent-Perrier
Harmony Demi-Sec Champagne N.V.","Champagne, France",4.1,1347 ratings,72.99
CHANDON California,"CHANDON California
Étoile Brut N.V.","Los Carneros, United States",4.1,1222 ratings,44.99
Stella Rosa,"Stella Rosa
Stella Bianco N.V.","Piemonte, Italy",4.1,1088 ratings,13.99
Saracco,"Saracco
Moscato d'Asti 2021","Moscato d'Asti, Italy",4.1,1042 ratings,16
Billecart-Salmon,"Billecart-Salmon
Brut Nature Champagne N.V.","Champagne, France",4.1,1031 ratings,62.99
CHANDON California,"CHANDON California
Étoile Rosé N.V.","California, United States",4.1,989 ratings,47.99
Marc Hébrart,"Marc Hébrart
Cuvèe de Réserve Brut Champagne Premier Cru N.V.","Champagne Premier Cru, France",4.1,980 ratings,76.99
Charles-le-Bel,"Charles-le-Bel
Inspiration 1818 Brut Champagne N.V.","Champagne, France",4.1,921 ratings,35.99
J Vineyards,"J Vineyards
Brut Rosé N.V.","Russian River Valley, United States",4.1,780 ratings,42.99
Dehours,"Dehours
Terre de Meunier Extra Brut Champagne N.V.","Champagne, France",4.1,762 ratings,53.95
Col di Luna,"Col di Luna
Flora Prosecco N.V.","Prosecco, Italy",4.1,648 ratings,20.99
J-M Sélèque,"J-M Sélèque
Le Quintette Chardonnay 5 Terroirs Extra Brut Champagne N.V.","Champagne, France",4.1,643 ratings,86
H. Billiot & Fils,"H. Billiot & Fils
Brut Réserve Champagne Grand Cru 'Ambonnay' N.V.","Champagne Grand Cru 'Ambonnay', France",4.1,483 ratings,49.99
Henriot,"Henriot
Millésimé Brut Champagne 2012","Champagne, France",4.1,442 ratings,119.99
Roederer Estate,"Roederer Estate
L'Ermitage Brut 2012","Anderson Valley, United States",4.1,395 ratings,129
Schramsberg,"Schramsberg
Blanc de Noirs Brut 2016","North Coast, United States",4.1,347 ratings,34.94
Argyle,"Argyle
Brut Vintage 2017","Willamette Valley, United States",4.1,323 ratings,27.99
Huré Frères,"Huré Frères
Memoire Extra Brut Champagne N.V.","Champagne, France",4.1,289 ratings,109.99
La Spinetta,"La Spinetta
Biancospino Moscato d'Asti 2021","Moscato d'Asti, Italy",4.1,253 ratings,26.99
Domaine Carneros,"Domaine Carneros
Brut 2018","Los Carneros, United States",4.1,251 ratings,35.99
Avinyó,"Avinyó
Cava Reserva Brut 2018","Cava, Spain",4.1,245 ratings,23.99
Banshee Wines,"Banshee Wines
Ten of Cups Brut N.V.","California, United States",4.1,213 ratings,19.99
Honey Bubbles,"Honey Bubbles
Sparkling Moscato N.V.","Vino d'Italia, Italy",4.1,188 ratings,14.99
R. Dumont & Fils,"R. Dumont & Fils
Solera Réserve Brut Champagne N.V.","Champagne, France",4.1,180 ratings,60.99
Naveran,"Naveran
Cava Vintage Brut 2020","Cava, Spain",4.1,173 ratings,22.99
Castello del Poggio,"Castello del Poggio
Moscato d'Asti 2021","Moscato d'Asti, Italy",4.1,171 ratings,16
Movia,"Movia
Puro 2011","Goriška Brda, Slovenia",4.1,167 ratings,44.97
Collet,"Collet
Collection Privée Brut Champagne 2008","Champagne, France",4.1,165 ratings,96.99
Iron Horse,"Iron Horse
Wedding Cuvée 2014","Green Valley of Russian River Valley, United States",4.1,158 ratings,54.99
R. Dumont & Fils,"R. Dumont & Fils
Blanc de Noirs Brut Nature Champagne N.V.","Champagne, France",4.1,144 ratings,57.99
Nicolas Feuillatte,"Nicolas Feuillatte
Demi-Sec D'Luscious Rosé Champagne N.V.","Champagne Grand Cru 'Chouilly', France",4.1,124 ratings,54.95
Domaine du Prieuré,"Domaine du Prieuré
Crémant de Bourgogne Brut N.V.","Crémant de Bourgogne, France",4.1,113 ratings,24.99
Thienot,"Thienot
Cuvée Garance Blanc de Rouges Champagne 2007","Champagne, France",4.1,90 ratings,99.99
